Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P FGA,0-3 FGA,3-10 FGA,10-16 FGA,16-3P FGA,3P FGA,2P FG,0-3 FG,3-10 FG,10-16 FG,16-3P,3P FG,2P Assist,3P Assist ,%FGA Dunks,Total Dunks,%3PA Corner,3P% Corner
369,Colby Jones,22,SAC,SG,24,0,130,0.423,15.3,0.615,0.077,0.346,0.115,0.077,0.385,0.438,1,0.333,0.333,0.5,0.4,0.571,1,0,0,0.2,0
369,Colby Jones,22,WAS,SG,15,0,385,0.466,14,0.621,0.204,0.243,0.146,0.029,0.379,0.563,0.667,0.48,0.6,0.333,0.308,0.556,0.917,0.049,5,0.256,0.4
370,Craig Porter Jr.,24,CLE,PG,51,1,513,0.514,12.3,0.657,0.343,0.2,0.079,0.036,0.343,0.554,0.708,0.393,0.455,0.2,0.438,0.529,0.714,0.05,6,0.25,0.333
371,Tristan Vukcevic,21,WAS,C,35,1,513,0.496,15.1,0.579,0.186,0.252,0.103,0.037,0.421,0.586,0.8,0.426,0.52,0.778,0.373,0.793,1,0.058,14,0.098,0.3
372,Elfrid Payton,30,2TM,PG,24,9,511,0.328,8.8,0.951,0.148,0.525,0.262,0.016,0.049,0.336,0.333,0.375,0.25,0.5,0.167,0.179,1,0,0,0.167,0
372,Elfrid Payton,30,NOP,PG,18,7,388,0.366,8.8,0.941,0.168,0.515,0.238,0.02,0.059,0.379,0.353,0.404,0.333,0.5,0.167,0.194,1,0,0,0.167,0
372,Elfrid Payton,30,CHO,PG,6,2,123,0.143,8.7,1,0.048,0.571,0.381,0,0,0.143,0,0.25,0,,,0,,0,0,,
373,Jamal Cain,25,NOP,SF,37,0,502,0.43,15.4,0.494,0.19,0.215,0.07,0.019,0.506,0.538,0.767,0.471,0.273,0,0.325,0.595,0.885,0.044,6,0.488,0.308
374,Keaton Wallace,25,ATL,PG,31,5,501,0.401,18,0.494,0.08,0.154,0.191,0.068,0.506,0.475,0.538,0.6,0.419,0.273,0.329,0.289,0.815,0.025,4,0.122,0.4
375,Jock Landale,29,HOU,C,42,3,500,0.533,9.2,0.829,0.355,0.289,0.132,0.053,0.171,0.556,0.648,0.545,0.35,0.5,0.423,0.629,0.909,0.105,15,0.077,0
376,Vince Williams Jr.,24,MEM,SG,27,5,499,0.401,16.9,0.431,0.144,0.21,0.066,0.012,0.569,0.569,0.625,0.543,0.545,0.5,0.274,0.61,0.923,0.012,1,0.284,0.37
377,Wendell Moore Jr.,23,2TM,SG,36,1,499,0.468,11.1,0.675,0.389,0.175,0.071,0.04,0.325,0.529,0.612,0.5,0.333,0.2,0.341,0.6,0.929,0.04,5,0.537,0.409
377,Wendell Moore Jr.,23,DET,SG,20,1,219,0.46,10.6,0.72,0.4,0.18,0.08,0.06,0.28,0.528,0.65,0.444,0.25,0.333,0.286,0.684,0.75,0.02,1,0.643,0.333
377,Wendell Moore Jr.,23,CHO,SG,16,0,280,0.474,11.7,0.645,0.382,0.171,0.066,0.026,0.355,0.531,0.586,0.538,0.4,0,0.37,0.538,1,0.053,4,0.481,0.462
378,Brandon Williams,25,DAL,PG,33,3,487,0.521,12.1,0.681,0.356,0.218,0.069,0.037,0.319,0.578,0.672,0.415,0.615,0.571,0.4,0.297,0.833,0.005,1,0.2,0.417
379,A.J. Lawson,24,TOR,SG,26,2,486,0.421,14.6,0.468,0.289,0.168,0.011,0,0.532,0.528,0.618,0.406,0,,0.327,0.638,0.939,0.074,11,0.347,0.314
380,Grant Williams,26,CHO,PF,16,7,479,0.439,17.9,0.398,0.154,0.154,0.057,0.033,0.602,0.551,0.737,0.579,0.143,0.25,0.365,0.815,1,0.024,3,0.203,0.267
381,Lonnie Walker IV,26,PHI,SG,20,7,477,0.42,19,0.401,0.165,0.099,0.061,0.075,0.599,0.518,0.686,0.333,0.462,0.438,0.354,0.591,0.778,0.028,5,0.142,0.333
382,Duop Reath,28,POR,C,46,0,469,0.422,17.5,0.361,0.229,0.108,0.018,0.006,0.639,0.6,0.763,0.333,0.333,0,0.321,0.472,0.971,0.03,5,0.226,0.333
383,Reece Beekman,23,2TM,PG,36,4,469,0.327,8.2,0.626,0.215,0.318,0.047,0.047,0.374,0.418,0.609,0.382,0,0.2,0.175,0.464,1,0.009,1,0.4,0.25
383,Reece Beekman,23,GSW,PG,2,0,4,1,3.3,1,0,1,0,0,0,1,,1,,,,1,,0,0,,
383,Reece Beekman,23,BRK,PG,34,4,465,0.321,13.1,0.623,0.217,0.311,0.047,0.047,0.377,0.409,0.609,0.364,0,0.2,0.175,0.444,1,0.009,1,0.4,0.25
384,Kai Jones,24,2TM,C,40,6,468,0.798,4.5,0.954,0.651,0.156,0.119,0.028,0.046,0.827,0.944,0.706,0.462,0.333,0.2,0.826,1,0.596,62,0.2,0
384,Kai Jones,24,LAC,C,28,0,208,0.722,4.2,0.944,0.694,0.167,0.083,0,0.056,0.765,0.88,0.667,0,,0,0.885,,0.694,23,0.5,0
384,Kai Jones,24,DAL,C,12,6,260,0.836,4.9,0.959,0.63,0.151,0.137,0.041,0.041,0.857,0.978,0.727,0.6,0.333,0.333,0.8,1,0.548,39,0,
385,Larry Nance Jr.,32,ATL,PF,24,3,463,0.516,15,0.51,0.239,0.206,0.045,0.019,0.49,0.582,0.703,0.469,0.571,0.333,0.447,0.848,0.971,0.135,16,0.342,0.423
386,Collin Gillespie,25,PHO,PG,33,9,461,0.43,18.3,0.43,0.101,0.19,0.101,0.038,0.57,0.426,0.5,0.4,0.313,0.667,0.433,0.276,0.795,0,0,0.189,0.529
387,Rayan Rupert,20,POR,SG,52,0,460,0.408,13.2,0.585,0.268,0.254,0.063,0,0.415,0.506,0.632,0.389,0.444,,0.271,0.524,0.813,0.035,5,0.339,0.35
388,GG Jackson II,20,MEM,PF,29,3,459,0.372,14.6,0.523,0.236,0.251,0.025,0.01,0.477,0.404,0.553,0.28,0.2,0.5,0.337,0.476,0.938,0.085,12,0.284,0.296
389,Jaylon Tyson,22,CLE,SG,47,3,453,0.43,12.4,0.611,0.302,0.242,0.054,0.013,0.389,0.484,0.533,0.444,0.375,0.5,0.345,0.477,0.85,0.047,5,0.448,0.346
390,Bol Bol,25,PHO,PF,36,10,448,0.525,17.3,0.492,0.098,0.158,0.153,0.082,0.508,0.711,0.833,0.759,0.679,0.533,0.344,0.844,1,0.055,10,0.548,0.353
391,Paul Reed,25,DET,C,45,0,438,0.507,9.6,0.803,0.359,0.254,0.155,0.035,0.197,0.561,0.765,0.389,0.318,0.8,0.286,0.688,1,0.141,18,0.179,0.2
392,Colin Castleton,24,3TM,C,26,4,432,0.469,9.1,0.837,0.337,0.388,0.112,0,0.163,0.537,0.697,0.421,0.455,,0.125,0.682,1,0.102,8,0.563,0.111
392,Colin Castleton,24,MEM,C,10,0,46,0.2,12.1,0.6,0.3,0.3,0,0,0.4,0.333,0.333,0.333,,,0,0.5,,0,0,0.5,0
392,Colin Castleton,24,TOR,C,11,4,288,0.5,7.2,0.875,0.328,0.438,0.109,0,0.125,0.536,0.762,0.357,0.571,,0.25,0.733,1,0.125,6,0.625,0.2
392,Colin Castleton,24,PHI,C,5,0,98,0.5,7.9,0.833,0.375,0.292,0.167,0,0.167,0.6,0.667,0.714,0.25,,0,0.583,,0.083,2,0.5,0
393,Trevelin Queen,27,ORL,SG,31,2,430,0.381,16.2,0.476,0.238,0.19,0.027,0.02,0.524,0.486,0.6,0.393,0.25,0.333,0.286,0.588,0.818,0.088,11,0.234,0.444
394,Malaki Branham,21,SAS,SG,47,0,427,0.458,15.3,0.558,0.184,0.195,0.126,0.053,0.442,0.5,0.8,0.351,0.333,0.4,0.405,0.509,0.941,0.026,4,0.19,0.438
395,Jordan Miller,25,LAC,SF,37,0,420,0.433,10.2,0.716,0.313,0.343,0.06,0,0.284,0.521,0.619,0.457,0.375,,0.211,0.48,1,0.052,6,0.289,0.182
396,Mo Bamba,26,2TM,C,32,2,413,0.464,13.3,0.518,0.259,0.214,0.027,0.018,0.482,0.638,0.793,0.458,0.667,0.5,0.278,0.649,1,0.107,10,0.352,0.263
396,Mo Bamba,26,LAC,C,28,2,352,0.466,14.3,0.515,0.252,0.214,0.029,0.019,0.485,0.623,0.769,0.455,0.667,0.5,0.3,0.636,1,0.097,8,0.34,0.294
396,Mo Bamba,26,NOP,C,4,0,61,0.444,12.4,0.556,0.333,0.222,0,0,0.444,0.8,1,0.5,,,0,0.75,,0.222,2,0.5,0
397,David Roddy,23,3TM,PF,33,3,410,0.456,16.3,0.512,0.216,0.264,0.032,0,0.488,0.594,0.667,0.545,0.5,,0.311,0.737,0.842,0.016,2,0.262,0.438
397,David Roddy,23,ATL,PF,27,3,346,0.473,14.3,0.538,0.247,0.269,0.022,0,0.462,0.56,0.609,0.52,0.5,,0.372,0.893,0.875,0.022,2,0.302,0.538
397,David Roddy,23,PHI,PF,3,0,29,0.421,16.9,0.421,0.211,0.158,0.053,0,0.579,0.75,1,0.333,1,,0.182,0.333,0.5,0,0,0.182,0
397,David Roddy,23,HOU,PF,3,0,35,0.385,17.7,0.462,0,0.385,0.077,0,0.538,0.667,,0.8,0,,0.143,0.25,1,0,0,0.143,0
398,Taj Gibson,39,CHO,C,37,11,409,0.495,5.1,0.979,0.505,0.316,0.137,0.021,0.021,0.495,0.625,0.4,0.231,0.5,0.5,0.63,1,0.095,9,1,0.5
399,Ousmane Dieng,21,OKC,C,37,1,405,0.432,16.6,0.432,0.232,0.12,0.048,0.032,0.568,0.574,0.655,0.467,0.5,0.5,0.324,0.742,0.913,0.136,16,0.31,0.318
400,Jordan Walsh,20,BOS,PF,52,1,403,0.361,17.7,0.337,0.193,0.145,0,0,0.663,0.536,0.688,0.333,,,0.273,0.467,1,0.084,4,0.418,0.217
401,Hunter Tyson,24,DEN,PF,51,2,400,0.375,17.6,0.383,0.175,0.142,0.025,0.042,0.617,0.478,0.714,0.235,0.667,0.2,0.311,0.682,0.913,0.067,6,0.284,0.286
402,Anthony Gill,32,WAS,PF,51,0,397,0.489,11.8,0.648,0.295,0.33,0.011,0.011,0.352,0.579,0.654,0.552,0,0,0.323,0.606,1,0.011,1,0.387,0.333
403,Devin Carter,22,SAC,PG,36,0,396,0.37,15.6,0.52,0.15,0.268,0.079,0.016,0.48,0.439,0.579,0.412,0.4,0,0.295,0.345,0.778,0.063,8,0.23,0.214
404,Jeff Green,38,HOU,PF,32,3,396,0.504,18.5,0.347,0.124,0.099,0.091,0.033,0.653,0.762,0.8,0.75,0.636,1,0.367,0.531,0.966,0.074,9,0.506,0.4
405,Trey Jemison,25,2TM,C,38,0,392,0.554,3.9,1,0.514,0.419,0.054,0.014,0,0.554,0.658,0.484,0.25,0,,0.756,,0.203,13,,
405,Trey Jemison,25,NOP,C,16,0,166,0.469,4.1,1,0.563,0.344,0.063,0.031,0,0.469,0.611,0.273,0.5,0,,0.733,,0.219,6,,
405,Trey Jemison,25,LAL,C,22,0,226,0.619,3.8,1,0.476,0.476,0.048,0,0,0.619,0.7,0.6,0,,,0.769,,0.19,7,,
406,Reggie Jackson,34,PHI,PG,31,1,384,0.391,18.3,0.444,0.128,0.158,0.083,0.075,0.556,0.458,0.647,0.524,0.273,0.2,0.338,0.444,0.8,0,0,0.189,0.429
407,Baylor Scheierman,24,BOS,SG,31,2,384,0.355,21.3,0.255,0.073,0.118,0.018,0.045,0.745,0.464,0.625,0.385,0,0.6,0.317,0.615,0.885,0,0,0.28,0.348
408,Quenton Jackson,26,IND,PG,28,7,381,0.475,10.8,0.672,0.451,0.156,0.025,0.041,0.328,0.524,0.618,0.368,0.333,0.2,0.375,0.558,0.933,0.074,8,0.3,0.333
409,Alex Len,31,2TM,C,46,7,380,0.508,7.5,0.857,0.429,0.333,0.079,0.016,0.143,0.556,0.63,0.571,0.2,0,0.222,0.733,1,0.206,9,0.444,0.25
409,Alex Len,31,SAC,C,36,3,258,0.537,7.5,0.854,0.439,0.317,0.073,0.024,0.146,0.6,0.722,0.538,0.333,0,0.167,0.762,1,0.195,7,0.5,0
409,Alex Len,31,LAL,C,10,4,122,0.455,7.5,0.864,0.409,0.364,0.091,0,0.136,0.474,0.444,0.625,0,,0.333,0.667,1,0.227,2,0.333,1
410,Johnny Furphy,20,IND,SG,50,0,379,0.38,15.3,0.457,0.261,0.174,0,0.022,0.543,0.476,0.667,0.25,,0,0.3,0.85,0.933,0.098,8,0.44,0.364
411,Charles Bassey,24,SAS,C,36,1,376,0.581,3.5,1,0.598,0.299,0.094,0.009,0,0.581,0.614,0.571,0.455,0,,0.779,,0.325,30,,
412,Dominick Barlow,21,ATL,SF,35,4,375,0.531,9.3,0.761,0.416,0.195,0.133,0.018,0.239,0.616,0.766,0.5,0.333,0.5,0.259,0.717,1,0.159,18,0.815,0.182
413,Dante Exum,29,DAL,PG,20,13,372,0.478,13.3,0.604,0.261,0.239,0.075,0.03,0.396,0.506,0.657,0.375,0.3,0.75,0.434,0.415,0.913,0.03,2,0.321,0.588
414,Damion Baugh,24,CHO,SG,15,2,370,0.323,13.7,0.569,0.208,0.323,0.031,0.008,0.431,0.405,0.63,0.286,0.25,0,0.214,0.433,1,0.008,0,0.339,0.105
415,Jaden Springer,22,2TM,SG,43,2,365,0.389,16.6,0.467,0.144,0.256,0.056,0.011,0.533,0.548,0.846,0.435,0.4,0,0.25,0.522,0.917,0.033,3,0.458,0.182
415,Jaden Springer,22,BOS,SG,26,0,141,0.353,17.3,0.441,0.147,0.206,0.088,0,0.559,0.4,0.6,0.286,0.333,,0.316,0.333,0.833,0.088,3,0.474,0.222
415,Jaden Springer,22,UTA,PG,17,2,224,0.411,15.9,0.482,0.143,0.286,0.036,0.018,0.518,0.63,1,0.5,0.5,0,0.207,0.588,1,0,0,0.448,0.154
416,Robert Williams,27,POR,C,20,3,351,0.641,3.7,0.962,0.705,0.205,0.026,0.026,0.038,0.653,0.8,0.25,0.5,0,0.333,0.755,1,0.385,25,0.667,0.5
417,Doug McDermott,33,SAC,SF,42,3,342,0.427,23.3,0.137,0.043,0.043,0.026,0.026,0.863,0.375,0.6,0.2,0.333,0.333,0.436,1,1,0.009,1,0.277,0.464
418,Christian Koloko,24,LAL,C,37,0,342,0.606,4.6,0.939,0.621,0.273,0.015,0.03,0.061,0.645,0.707,0.5,1,0.5,0,0.825,,0.455,25,0.5,0
419,Terrence Shannon Jr.,24,MIN,SG,32,1,339,0.482,9.8,0.728,0.325,0.333,0.044,0.026,0.272,0.53,0.73,0.368,0.6,0,0.355,0.841,1,0.07,6,0.645,0.4
420,Keion Brooks Jr.,24,NOP,SF,14,6,332,0.486,13.3,0.606,0.275,0.202,0.11,0.018,0.394,0.591,0.8,0.318,0.5,1,0.326,0.718,1,0.092,8,0.395,0.412
421,Tristan Thompson,33,CLE,C,40,0,328,0.437,5.8,0.958,0.465,0.366,0.113,0.014,0.042,0.456,0.606,0.385,0.125,0,0,0.71,,0.155,7,0.333,0
422,Maxwell Lewis,22,2TM,SF,28,1,327,0.417,13.7,0.537,0.167,0.25,0.065,0.056,0.463,0.448,0.722,0.333,0.429,0.167,0.38,0.654,0.895,0.037,3,0.4,0.35
422,Maxwell Lewis,22,LAL,SF,7,0,29,0.333,12.6,1,0.167,0.167,0.167,0.5,0,0.333,1,1,0,0,,0.5,,0,0,,
422,Maxwell Lewis,22,BRK,SF,21,1,298,0.422,14.9,0.51,0.167,0.255,0.059,0.029,0.49,0.462,0.706,0.308,0.5,0.333,0.38,0.667,0.895,0.039,3,0.4,0.35
423,Jevon Carter,29,CHI,PG,36,1,321,0.377,20.3,0.281,0.103,0.082,0.068,0.027,0.719,0.488,0.533,0.417,0.5,0.5,0.333,0.6,0.743,0.007,1,0.238,0.4
424,Patty Mills,36,2TM,PG,29,0,321,0.375,23.1,0.219,0.021,0.094,0.031,0.073,0.781,0.476,0.5,0.556,0.333,0.429,0.347,0.5,0.769,0,0,0.147,0.455
424,Patty Mills,36,UTA,PG,17,0,260,0.342,21.8,0.25,0.026,0.105,0.039,0.079,0.75,0.474,0.5,0.625,0.333,0.333,0.298,0.444,0.824,0,0,0.158,0.333
424,Patty Mills,36,LAC,PG,12,0,61,0.5,24.5,0.1,0,0.05,0,0.05,0.9,0.5,,0,,1,0.5,1,0.667,0,0,0.111,1
425,Tre Mann,23,CHO,PG,13,0,319,0.435,13.6,0.627,0.273,0.205,0.099,0.05,0.373,0.455,0.455,0.515,0.375,0.375,0.4,0.174,0.542,0.006,1,0.217,0.385
426,Jalen Hood-Schifino,21,2TM,SG,15,0,315,0.378,16.8,0.531,0.071,0.133,0.194,0.133,0.469,0.442,0.571,0.308,0.526,0.385,0.304,0.304,0.571,0,0,0.109,0.6
426,Jalen Hood-Schifino,21,LAL,SG,2,0,14,1,15.6,1,0,0,1,0,0,1,,,1,,,0,,0,0,,
426,Jalen Hood-Schifino,21,PHI,SG,13,0,301,0.371,18.1,0.526,0.072,0.134,0.186,0.134,0.474,0.431,0.571,0.308,0.5,0.385,0.304,0.318,0.571,0,0,0.109,0.6
427,Torrey Craig,34,2TM,SF,26,4,314,0.422,19.5,0.267,0.167,0.067,0.022,0.011,0.733,0.583,0.667,0.333,1,0,0.364,0.714,0.958,0.056,4,0.424,0.286
427,Torrey Craig,34,CHI,SF,9,1,113,0.489,21.1,0.222,0.111,0.067,0.022,0.022,0.778,0.7,0.8,0.667,1,0,0.429,0.571,0.933,0,0,0.343,0.333
427,Torrey Craig,34,BOS,SF,17,3,201,0.356,17.8,0.311,0.222,0.067,0.022,0,0.689,0.5,0.6,0,1,,0.29,0.857,1,0.111,4,0.516,0.25
428,Jordan McLaughlin,28,2TM,PG,46,0,314,0.431,19.5,0.361,0.097,0.139,0.083,0.042,0.639,0.462,0.571,0.4,0.333,0.667,0.413,0.417,0.684,0,0,0.283,0.231
428,Jordan McLaughlin,28,SAC,PG,28,0,190,0.364,18.8,0.409,0.114,0.159,0.091,0.045,0.591,0.333,0.4,0.286,0.25,0.5,0.385,0.5,0.5,0,0,0.385,0.2
428,Jordan McLaughlin,28,SAS,PG,18,0,124,0.536,20.2,0.286,0.071,0.107,0.071,0.036,0.714,0.75,1,0.667,0.5,1,0.45,0.333,0.889,0,0,0.15,0.333
429,Matisse Thybulle,27,POR,SG,15,5,312,0.477,15.6,0.455,0.148,0.295,0.011,0,0.545,0.525,0.769,0.423,0,,0.438,0.571,1,0.091,7,0.458,0.364
430,Isaac Jones,24,SAC,PF,40,0,304,0.651,5.2,0.904,0.47,0.422,0.012,0,0.096,0.68,0.744,0.629,0,,0.375,0.765,1,0.349,27,0.75,0.5
431,Tyler Kolek,23,NYK,PG,41,0,296,0.329,17.2,0.427,0.159,0.195,0.061,0.012,0.573,0.371,0.462,0.25,0.4,1,0.298,0.231,1,0,0,0.234,0.364
432,Mitchell Robinson,26,NYK,C,17,3,290,0.661,1.1,1,0.893,0.107,0,0,0,0.661,0.72,0.167,,,,0.378,,0.411,20,,
433,Josh Minott,22,MIN,SF,46,0,276,0.489,12.9,0.522,0.422,0.089,0.011,0,0.478,0.638,0.658,0.625,0,,0.326,0.7,1,0.178,15,0.605,0.346
434,Kobe Brown,25,LAC,PF,40,0,272,0.458,11.6,0.639,0.319,0.264,0.056,0,0.361,0.587,0.739,0.526,0,,0.231,0.556,1,0.097,6,0.231,0.5
435,Dru Smith,27,MIA,SG,14,1,268,0.508,14.6,0.508,0.23,0.23,0.049,0,0.492,0.484,0.714,0.357,0,,0.533,0.4,0.875,0,0,0.367,0.636
436,Isaiah Wong,24,CHO,SG,20,0,265,0.39,14,0.686,0.162,0.248,0.219,0.057,0.314,0.389,0.412,0.385,0.391,0.333,0.394,0.393,0.769,0.019,2,0.121,0.25
437,Marvin Bagley III,25,2TM,PF,31,2,265,0.519,7.8,0.821,0.5,0.264,0.057,0,0.179,0.598,0.736,0.393,0.333,,0.158,0.538,1,0.208,21,0.316,0.167
437,Marvin Bagley III,25,WAS,C,19,1,166,0.535,7.2,0.859,0.479,0.31,0.07,0,0.141,0.59,0.765,0.409,0.2,,0.2,0.472,1,0.211,14,0.2,0
437,Marvin Bagley III,25,MEM,PF,12,1,99,0.486,8.3,0.743,0.543,0.171,0.029,0,0.257,0.615,0.684,0.333,1,,0.111,0.688,1,0.2,7,0.444,0.25
438,Oscar Tshiebwe,25,UTA,C,14,1,255,0.6,4.6,1,0.3,0.629,0.071,0,0,0.6,0.81,0.545,0.2,,,0.595,,0.114,6,,
439,Drew Timme,24,BRK,PF,9,2,254,0.441,12.4,0.657,0.284,0.255,0.108,0.01,0.343,0.537,0.69,0.346,0.545,1,0.257,0.694,1,0.029,3,0.171,0.333
440,Marcus Bagley,23,PHI,SF,10,4,253,0.391,13.4,0.536,0.391,0.087,0.043,0.014,0.464,0.595,0.704,0.333,0.333,0,0.156,0.545,0.8,0.159,10,0.406,0.308
441,Cam Spencer,24,MEM,SG,25,1,252,0.415,19,0.354,0.098,0.134,0.098,0.037,0.646,0.517,0.625,0.545,0.5,0,0.358,0.867,0.947,0,0,0.113,0.333
442,Kevin Love,36,MIA,PF,23,9,251,0.357,17.3,0.417,0.191,0.157,0.043,0.026,0.583,0.354,0.318,0.389,0.4,0.333,0.358,0.471,0.917,0,0,0.209,0.357
443,Pat Spencer,28,GSW,PG,39,0,250,0.406,10.3,0.782,0.139,0.525,0.099,0.02,0.218,0.456,0.286,0.491,0.5,0.5,0.227,0.556,1,0.04,3,0.136,0.333
444,JT Thor,22,2TM,PF,20,0,249,0.424,14,0.644,0.237,0.203,0.153,0.051,0.356,0.5,0.714,0.417,0.333,0.333,0.286,0.632,1,0.102,5,0.476,0.1
444,JT Thor,22,CLE,PF,9,0,42,0.6,15.8,0.6,0.133,0.133,0.2,0.133,0.4,0.667,1,0.5,0.667,0.5,0.5,0.833,1,0.067,1,0.5,0.333
444,JT Thor,22,WAS,PF,11,0,207,0.364,12.2,0.659,0.273,0.227,0.136,0.023,0.341,0.448,0.667,0.4,0.167,0,0.2,0.538,1,0.114,4,0.467,0
445,Branden Carlson,25,OKC,C,32,0,246,0.443,18.3,0.32,0.186,0.124,0,0.01,0.68,0.677,0.778,0.583,,0,0.333,0.524,1,0.124,10,0.273,0.333
446,Dariq Whitehead,20,BRK,SF,20,0,246,0.406,21.3,0.229,0.063,0.125,0.01,0.031,0.771,0.273,0.333,0.333,0,0,0.446,0.5,0.97,0.01,1,0.27,0.45
447,Johnny Davis,22,WAS,SG,34,0,242,0.41,12.8,0.628,0.295,0.218,0.09,0.026,0.372,0.51,0.652,0.412,0.286,0.5,0.241,0.68,1,0.103,6,0.345,0.2
448,Jaylen Martin,21,2TM,SF,16,0,239,0.419,13,0.689,0.23,0.351,0.095,0.014,0.311,0.471,0.765,0.385,0.143,0,0.304,0.667,1,0.068,4,0.304,0.143
448,Jaylen Martin,21,BRK,SF,3,0,5,0.5,14.6,0.5,0,0.5,0,0,0.5,0,,0,,,1,,1,0,0,1,1
448,Jaylen Martin,21,WAS,SF,13,0,234,0.417,11.4,0.694,0.236,0.347,0.097,0.014,0.306,0.48,0.765,0.4,0.143,0,0.273,0.667,1,0.069,4,0.273,0
449,Bones Hyland,24,2TM,PG,24,0,239,0.398,22.4,0.305,0.085,0.085,0.051,0.085,0.695,0.417,0.7,0.3,0.167,0.4,0.39,0.4,0.438,0.017,2,0.098,0.5
449,Bones Hyland,24,LAC,PG,20,0,222,0.391,21.2,0.304,0.087,0.087,0.052,0.078,0.696,0.4,0.7,0.3,0.167,0.333,0.388,0.429,0.452,0.017,2,0.1,0.5
449,Bones Hyland,24,MIN,PG,4,0,17,0.667,23.6,0.333,0,0,0,0.333,0.667,1,,,,1,0.5,0,0,0,0,0,
450,Xavier Tillman Sr.,26,BOS,C,33,2,231,0.245,17.2,0.396,0.094,0.264,0.038,0,0.604,0.381,0.8,0.214,0.5,,0.156,0.375,1,0,0,0.344,0.091
451,Garrett Temple,38,TOR,SG,28,0,227,0.3,15.3,0.533,0.267,0.1,0.1,0.067,0.467,0.375,0.563,0.333,0,0.25,0.214,0.583,1,0.017,0,0.321,0.222
452,Jared Rhoden,25,2TM,SG,14,2,227,0.483,12.2,0.552,0.425,0.08,0.023,0.023,0.448,0.625,0.73,0.429,0,0,0.308,0.7,0.75,0.103,9,0.462,0.444
452,Jared Rhoden,25,CHO,SG,4,0,12,0.25,11.5,0.75,0.375,0.125,0.125,0.125,0.25,0.333,0.333,1,0,0,0,0,,0,0,0.5,0
452,Jared Rhoden,25,TOR,SG,10,2,215,0.506,12.9,0.532,0.43,0.076,0.013,0.013,0.468,0.667,0.765,0.333,0,0,0.324,0.75,0.75,0.114,9,0.459,0.471
453,Luka Garza,26,MIN,C,39,0,219,0.495,11.8,0.657,0.286,0.267,0.105,0,0.343,0.609,0.7,0.607,0.364,,0.278,0.714,1,0.048,5,0.083,0
454,Ariel Hukporti,22,NYK,C,25,1,217,0.677,3.4,1,0.645,0.258,0.097,0,0,0.677,0.75,0.5,0.667,,,0.952,,0.323,10,,
455,Alex Reese,25,2TM,PF,15,0,216,0.481,10.3,0.241,0.13,0.093,0,0.019,0.759,0.846,1,0.6,,1,0.366,0.636,1,0.037,2,0.366,0.2
455,Alex Reese,25,OKC,PF,1,0,2,1,0,1,1,0,0,0,0,1,1,,,,,0,,0,0,,
455,Alex Reese,25,PHI,PF,14,0,214,0.472,20.7,0.226,0.113,0.094,0,0.019,0.774,0.833,1,0.6,,1,0.366,0.7,1,0.038,2,0.366,0.2
456,Dario Šarić,30,DEN,C,16,4,210,0.362,14.1,0.552,0.224,0.276,0.017,0.034,0.448,0.438,0.615,0.313,0,0.5,0.269,0.714,1,0,0,0.154,0.5
457,Adam Flagler,25,OKC,SG,37,0,203,0.26,21.7,0.25,0.063,0.063,0.063,0.063,0.75,0.458,0.667,0.167,0.833,0.167,0.194,0.545,0.857,0,0,0.125,0
458,Chuma Okeke,26,2TM,PF,9,3,196,0.5,19.2,0.3,0.3,0,0,0,0.7,0.75,0.75,,,,0.393,0.444,1,0.125,3,0.429,0.5
458,Chuma Okeke,26,PHI,PF,7,3,171,0.545,16.8,0.333,0.333,0,0,0,0.667,0.727,0.727,,,,0.455,0.375,1,0.121,2,0.409,0.556
458,Chuma Okeke,26,CLE,PF,2,0,25,0.286,21.5,0.143,0.143,0,0,0,0.857,1,1,,,,0.167,1,1,0.143,1,0.5,0.333
459,Drew Peterson,25,BOS,PF,25,1,186,0.415,21.4,0.195,0.098,0.073,0,0.024,0.805,0.5,0.25,0.667,,1,0.394,0.25,0.923,0,0,0.273,0.333
460,Markelle Fultz,26,SAC,PG,21,0,184,0.418,12.4,0.881,0.075,0.299,0.358,0.149,0.119,0.407,0.8,0.25,0.583,0.1,0.5,0.5,1,0.045,2,0.625,0.4
461,Lester Quiñones,24,2TM,SG,13,0,183,0.397,15,0.436,0.218,0.154,0.038,0.026,0.564,0.529,0.765,0.417,0,0,0.295,0.444,0.923,0,0,0.159,0.286
461,Lester Quiñones,24,PHI,SG,4,0,17,0.5,12,0.625,0.5,0,0.125,0,0.375,0.8,1,,0,,0,0.25,,0,0,0,
461,Lester Quiñones,24,NOP,SG,9,0,166,0.386,18.1,0.414,0.186,0.171,0.029,0.029,0.586,0.483,0.692,0.417,0,0,0.317,0.5,0.923,0,0,0.171,0.286
462,Bronny James,20,LAL,SG,27,1,181,0.313,16.6,0.522,0.09,0.239,0.149,0.045,0.478,0.343,0.667,0.313,0.2,0.333,0.281,0.5,0.778,0.015,1,0.25,0.25
463,Enrique Freeman,24,IND,PF,22,1,181,0.432,8.4,0.73,0.514,0.216,0,0,0.27,0.556,0.632,0.375,,,0.1,0.8,1,0.108,3,0.8,0.125
